user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
whymustyoujudge,,,2011-04-17 21:18:58,146,1933,160991,False,2020-07-25 10:19:58,@GOP @VP @realDonaldTrump your #IncompetenceKills #COVID19 America wake up and get rid of your 🗑… https://t.co/bIT7QIco8q,"['IncompetenceKills', 'COVID19']",Twitter for iPad,False
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,433,1,0,False,2020-07-25 10:19:56,"34 new cases and 3 new deaths in the DR Congo 

[11:19 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False
Fynst Stalker🌎,Stalkerz Republic ,Roman's 10:17 ¦ Digital Marketing enthusiast ¦ SEO ¦ Manchester Utd ¦ curious mind ¦ God above all 🙏🙏.,2012-08-05 05:45:29,41479,30167,95519,False,2020-07-25 10:19:50,"with the widespread geopolitical &amp; economic instability in African countries , the #COVID19 crisis has hit all Afri… https://t.co/j32kJvaXy5",['COVID19'],Twitter for Android,False
🕷,Here ,"Been around the world, seen a bit and got a few T shirts, Dim byd grêt am Brydain",2010-10-07 18:58:21,3781,4306,102458,False,2020-07-25 10:19:48,"@djnicholl @bbclaurak He knew, 3rd feb Greenwich speech.. .@bbclaurak was there ... it was a conscious choice to le… https://t.co/fCXjxkx4Bd",,Twitter for iPad,False
Prof. Muhammad Khurram Khan,Cyberspace,"Founder & CEO @gfcyber, A #Cybersecurity Think Tank @ Washington D.C. | Professor of #Cybersecurity | Editor-in-Chief #Telecommunication Systems @SpringerNature",2019-04-17 03:47:52,473,253,452,False,2020-07-25 10:19:48,"'Major' breakthrough in #COVID19 drug makes #UK professors millionaire

https://t.co/IowEuwuHIw

#COVID19Vic… https://t.co/70NNlKSHN6","['COVID19', 'UK', 'COVID19Vic']",Twitter Web App,False
ezkandar,malaysia,"The world is full of people who have never, since childhood, met an open doorway with an open mind - E B White",2008-04-25 11:14:05,505,1887,77,False,2020-07-25 10:19:46,"saranan KKM elak 3C (crowded, confined, close-conversation) amal 3W (wash, wear, warn) #covid19 #malaysia #malaysian https://t.co/NiK8GtY71t","['covid19', 'malaysia', 'malaysian']",Twitter for Android,False
Holly Edwards,"Bristol, England","Head of Lettings for @stonewaterUK, lover of all things property, Lettings and Bristol and mum to two beautiful but chaotic children. My views are my own.",2018-05-15 14:32:40,285,351,2042,False,2020-07-25 10:19:46,"Feels good to be back at @DavidLloydUK today, the final piece of #NewNormal life. Thanks for making it so easy and… https://t.co/P7HRn6YtwV",['NewNormal'],Twitter for iPhone,False
Elizabeth Ijoma,Abuja,Fashionista|Mental Health Advocate|Serial Entrepreneur,2015-04-29 08:21:37,211,279,1071,False,2020-07-25 10:19:46,"Have you thought of providing workable solutions to problems challenging us in these vital sectors: Sport,Tech,Heal… https://t.co/z3YbQKHYDi",,Twitter for Android,False
Silke Le Fay,"Melbourne, Australia",New Earth is a frequency spectrum reality that is being populated by those who embody a high level of consciousness and expanded sensory perception.,2012-05-02 11:27:26,4751,5277,5813,False,2020-07-25 10:19:43,"#agedcare #gerontology #cardiovascular #heartdisease #CVD #inflammasome #COVID19 #diabetes #CKD 

Melatonin allevia… https://t.co/UjExxBfqO5","['agedcare', 'gerontology', 'cardiovascular', 'heartdisease', 'CVD', 'inflammasome', 'COVID19', 'diabetes', 'CKD']",Twitter Web App,False
Dysfunctional Trump is EVIL racist corrupt UNFIT,,"EVIL Dysfunctional Trump CORRUPT RACIST COWARD WEAK IGNORANT GREEDY UNFIT RESIGN🌊RESIST KEEP FIGHTING TIL END🌊🌊
🌊JUSTICE is COMING 🌊VOTE BIDEN 2020🌊",2020-07-09 06:58:19,66,230,729,False,2020-07-25 10:19:41,TX Wear MASK to help slow the spreading of #covid19 and help save lives. Avoid shutdown and help doctors and nurses… https://t.co/sA6YqaaWRp,['covid19'],Twitter for Android,False
APO Group English,#AFRICA #MENA,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",2011-02-22 09:09:45,10661,6,2037,True,2020-07-25 10:19:40,Coronavirus - Africa: COVID-19 update (24 July 2020) @WHO @MoetiTshidi @WHOAFRO @DrTedros #Africa #Health… https://t.co/iD4OmCG64e,"['Africa', 'Health']",Africa Newsroom,False
Rwanda Broadcasting Agency (RBA),"Kigali, Rwanda",Official Account of Rwanda Broadcasting Agency (RBA). Home of @RwandaTV ||@Radiorwanda_RBA || @MAGICFM907 || @KC2_RW & 5 Community Radios spread across Rwanda.,2012-10-10 12:26:01,140147,255,2054,True,2020-07-25 10:19:40,Ministry of Youth and Culture launches Rwf300 million fund to support the recovery process of creative art industry… https://t.co/gWIzibUvG5,,Twitter for iPhone,False
Grand Solar Minimum,"FREE BOOK. ""Revolution: Ice Age Re-Entry"" Click link.","Natural Climate Change Risk-Mitigation: Switch to Renewable  Energy, and Implement Decentralized Sustainable Development/Living &  Prepandemic flu Immunization",2018-11-15 08:00:13,5466,5721,11279,False,2020-07-25 10:19:33,@InfiniteSmile1 i spent 10+ years as a CEO of a human biotech vaccine company. What i see happening right now conce… https://t.co/n2sAJCYgYC,,Twitter Web App,False
StandUpX,"London, England",A community of people protesting and standing up for our rights across England!,2020-05-07 12:15:09,2123,652,1563,False,2020-07-25 10:19:31,Exciting news for Stand Up X we were approached by @tin_podcast to be a guest speaker on his podcast and it is fina… https://t.co/izNMCd5zCn,,Twitter for iPhone,False
MannyTheGenie,,Awaken! From deep sleep to the knowledge of Self!,2020-07-24 15:46:58,0,27,0,False,2020-07-25 10:19:30,"IAM IN THE THIS HOUSE! 🤴🏿👸🏿👊🏿 0/1=0.
Don't try to convince cotton that it came out of the Black Seed, but instead t… https://t.co/3H0X33rSKM",,Twitter for Android,False
Lepower!!!,Rustenburg,"👑Katlego Moagi
📽️Clash of the Choirs S1 member (TeamHotStix)
❤️An Mc, Fashionista&trendSetter 
🎤Singer,EventsHost.speaker &Ent manager
📚HRM graduate",2012-03-21 10:08:26,1281,1539,3830,False,2020-07-25 10:19:30,"#sportscene #alreadyvideo
#Ferguson #GalaxyA31 #COVID19 #

What's ur view on this 🤷‍♂️ https://t.co/2Fsuxt06Io","['sportscene', 'alreadyvideo', 'Ferguson', 'GalaxyA31', 'COVID19']",Twitter for Android,False
AngelLover,some place in Alaska (USA),"I like Drawing, I am an Army, and I am Wiccan.",2020-05-17 15:32:31,1,12,205,False,2020-07-25 10:19:30,"#COVID19  Bro, we are gonna get tested an i know Mine will be positive because I have a stuffy nose heavy chest/har… https://t.co/nXvaVcixWb",['COVID19'],Twitter for Android,False
Alexander M. Wegner,"Dubai, United Arab Emirates",Strategic communications consultant @apcoworldwide | @Georgetown and @UChicago alumnus | KSA based,2011-09-02 07:02:39,225,714,160,False,2020-07-25 10:19:28,"Why the answer to where SARS-CoV-2 originated might lie in South-East Asia:
https://t.co/jZI7EyVTvz #Science… https://t.co/jM04pOtGTY",['Science'],Twitter for Android,False
"ADM, Chatrapur",,"Official Twitter handle of ADM, Chatrapur, Ganjam District",2020-07-13 05:10:45,233,29,23,False,2020-07-25 10:19:27,"An interactive session was organized by OSD, Beguniapada Block with ASHA workers, ANMs and CCMs in Beruanbadi GP. T… https://t.co/rTOaCAQs93",,Twitter Web App,False
TourDeThanks,,Lend or donate a bicycle to NHS & essential workers during the COVID 19 crisis 💛🚲 #TourDeThanks  🏥🚲@lucywellings 🎨 👩‍💻 @charlichickie,2020-03-30 17:51:00,609,1716,844,False,2020-07-25 10:19:24,"#Bristol followers, can anyone help James get a new bike for his girlfriend! Please get in touch if you can loan or… https://t.co/LZXTASkPvf",['Bristol'],Twitter for iPhone,False
🐾🐾✂️🐾Snips🐾✂️🐾🐾,,Hairdresser.. cat lover 🐈 🐈🐈🐈🐈🐈 gardener🌸love music and travelling.,2020-02-22 18:17:41,1061,1234,7715,False,2020-07-25 10:19:22,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/0KMNZ5ymqx",['COVID19'],Twitter for iPhone,False
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",2013-11-12 08:17:29,34746,4,7,False,2020-07-25 10:19:21,"#Bhubaneswar reports 111 new #COVID19 cases; Here're details 

#Sambad #SambadEnglish #Odisha 

https://t.co/cgMkjttmZF","['Bhubaneswar', 'COVID19', 'Sambad', 'SambadEnglish', 'Odisha']",Twitter Web App,False
Dougie Fresh,Ohio,The government will one day be corrupt and filled with liars and The People will flock to the one who tells the truth - Thomas Jefferson,2012-10-23 22:13:12,348,252,16396,False,2020-07-25 10:19:20,"Masking lack of evidence with politics 
#kungfluvirus #KungFlu #ChineseVirus19 #COVID19 
https://t.co/98pa1usKWh via @cebmoxford","['kungfluvirus', 'KungFlu', 'ChineseVirus19', 'COVID19']",Twitter Web App,False
Groatsworth,Starport 7,Privateer Clothing,2014-08-13 14:19:08,629,1965,1007,False,2020-07-25 10:19:16,2020 One Star Review: https://t.co/Jl8qK3Z7wz #2020 #coronavirus #trump #blm #Covid19 #tshirt #shirt #bjj #jre… https://t.co/V9DZzCguUI,"['coronavirus', 'trump', 'blm', 'Covid19', 'tshirt', 'shirt', 'bjj', 'jre']",Instagram,False
Chris Roberts,"East Midlands, England","Self isolating for sometime, due to coronavirus, so plenty of freetime, to tweet, and twit.",2012-12-21 18:08:38,46,382,465,False,2020-07-25 10:19:16,"2/2 and after all we are in Pandemic and trying to fight  the cornavirus, the issue from Privacy Org whilst underst… https://t.co/sZ9sCQftv1",,Twitter for iPhone,False
Paul Amos Kreiner,"Nuremberg, Germany","(DE|EN) thoughts on big picture politics & economy, the future of mankind and artificial intelligence. favs might just be bookmarks.",2020-01-31 17:27:34,84,218,393,False,2020-07-25 10:19:16,"shocking birth cohort despair mortality of white non-Hispanics, split by educational attainment... #COVID19 deaths… https://t.co/4pRzHDDlms",['COVID19'],Twitter Web App,False
Nicola Patterson,"Liverpool, England",Having a ball,2017-03-07 20:39:47,159,53,71838,False,2020-07-25 10:19:14,Rights &amp; Freedoms is not Absolute Especially in China #COVID19 where everybody is monitored to see where you are go… https://t.co/28EK3ewHaZ,['COVID19'],Twitter for iPhone,False
GospelServant,"Sydney, New South Wales","I believe in Jesus Christ as the Saviour of the world. He died for me on the cross, so I want to give my life to him as well. He is not dead but has risen!",2019-06-22 11:20:56,3,2,2,False,2020-07-25 10:19:14,"""Whoever believes in the Son [Jesus Christ] has eternal life"" (NIV Bible, John 3:36a).

#coronavirusuk #covid19uk… https://t.co/LcXE0tcdlc","['coronavirusuk', 'covid19uk']",Twitter Web App,False
American Malaysian Chamber of Commerce,"Kuala Lumpur, Malaysia","The voice of U.S. business in Malaysia. The American Malaysian Chamber of Commerce is an international, non-profit, private-sector business association.",2010-09-14 06:52:28,1457,468,184,False,2020-07-25 10:19:12,"Thank you Alan Ong, the new General Manager of @EquatorialPen for hosting the AMCHAM Team yesterday. It's always a… https://t.co/sF5FxR4kPA",,Twitter Web App,False
Khadir Meer,London,Chief Operating Officer at @Ldn_Ambulance #TeamLAS,2010-09-03 22:44:15,446,787,516,False,2020-07-25 10:19:09,"We have received support from so many amazing partners during the COVID-19 pandemic, including @LondonFire @CPFC… https://t.co/8tTGahOA5Z",,Twitter for iPhone,False
Thecreator,Worlwide,"A Person Who Tries To Be Liberalist, Cosmopolitan, Environmentalist, Humanist And Rationalist.",2010-08-27 10:20:06,790,387,413,False,2020-07-25 10:19:08,#Ignorant #tourists #travel #holiday  #china #russia #usa #trump #england #germany #korona #covid #tourism #COVID19… https://t.co/TPEAX7XShA,"['Ignorant', 'tourists', 'travel', 'holiday', 'china', 'russia', 'usa', 'trump', 'england', 'germany', 'korona', 'covid', 'tourism', 'COVID19']",Twitter Web App,False
Lee Hiller 🌏🌿VeganⓋVoter💙🔥,Arkansas,✨Wed 2 my beloved @RickLondon #AutisticAcceptance ✨ #vegan #treehugger from #Oregon living in red zone ✨ 8 minutes 46 seconds ✨ #KHive 4Ever ✨ #JoeBiden2020 ✨,2009-01-13 21:32:16,30982,32266,66176,False,2020-07-25 10:19:06,"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #shoppingonline #healthandsafety #onlineshopping #socialdistancing… https://t.co/Pdsdr0oZTV","['facemasks', 'facemasks4all', 'gifts', 'shoppingonline', 'healthandsafety', 'onlineshopping', 'socialdistancing']",Tweet Suite,False
Aviseka 🐘,"Cologne, Germany","Gravitational Biologist , Space Biology #stemcell hiPSC #CRISPR # 🔬 🚀🧬 🛰👩‍🚀🌏#Cardiomyocytes #Imaging #love #peace #humanity",2011-01-29 18:52:43,230,299,7792,False,2020-07-25 10:19:05,"Your time in front of  @otvnews 
✔strategy?
Elephant kills a woman 
Then 
Smwhr (smelse) killed an Elephant 
Next s… https://t.co/C4rTzg22Zu",,Twitter for Android,False
UAEVOICE,UAE ,"UAE Voice is your gate to the UAE News in particular, & the world in general.",2019-12-06 16:24:33,656,1802,1125,False,2020-07-25 10:19:03,The number of workers in the health sector around the world benefit from the #UAE_aid has reached one million and 1… https://t.co/oxQN2NxbDP,['UAE_aid'],Twitter Web App,False
DP,,,2015-05-14 19:28:34,12,306,3165,False,2020-07-25 10:19:02,Get ahead of the “#COVID19 crunch” with 2 months FREE to try NICE Value Realization Services #NICEVRS. Get an exten… https://t.co/r3brLhdOft,"['COVID19', 'NICEVRS']",Oktopost,False
Abas Aslani,Tehran,Journalist; Senior research fellow at the Center for Middle East Strategic Studies (CMESS). DMs open,2010-08-17 09:22:22,32127,1835,1534,False,2020-07-25 10:19:02,"#Iran’s Health Ministry spokeswoman: Total #CoronaVirus cases in Iran are now 288,839 &amp; number of deaths 15,484. As… https://t.co/KPzWMkINko","['Iran', 'CoronaVirus']",Twitter for Android,False
Nazaket Rather,"Doda, Jammu And Kashmir","Study :- PhD commerce Department

Double PG 

MBA Punjabi University Patiala

https://t.co/f34Dyrs8QI Jammu University,
I Love Kashmir 👈❤️❤️ Kashmir is My Life Line👈❤️❤️",2013-09-19 06:22:18,2002,1972,34633,False,2020-07-25 10:19:01,"There are 3600 #COVID19 cases in Srinagar. Out of 3600 cases, over 1500 patients have been discharged. In the last… https://t.co/y2Tjila48c",['COVID19'],Twitter for Android,False
Center for Creative Leadership,Global,We use research to develop people into better leaders. CCL has 12 offices worldwide and is among the @FT's top providers of executive education training!,2011-02-21 16:36:19,19265,1454,20431,False,2020-07-25 10:19:00,"In this @Forbes column, our Vice President for APAC @ElisaMallis explains how your organization can emerge stronger… https://t.co/cC4lFAHVhK",,Sprout Social,False
TichW,,"Ticked Off, Rattled, & Unspun. Eyes Wide Open 2U.",2020-01-16 20:44:19,101,1287,7902,False,2020-07-25 10:18:58,@DocCrom This is my #COVID19 hair... 😭🤯,['COVID19'],Twitter Web App,False
Francesca Marina 🌻♥️,"South East, England","Student #mentalhealth nurse, rep & ambassador @CanterburyCCUni. Student author @Nursestandard #RCNi. Dance teacher.",2011-04-21 14:45:05,1844,1714,7746,False,2020-07-25 10:18:55,"Another day, another participation in a research study. This one is the prevalence of #COVID19 💁🏽‍♀️ https://t.co/kRQ7nrhoTe",['COVID19'],Twitter for iPhone,False
GlobalNewsJapan 🇯🇵,海千山千 GEN X🥃,🏳️‍🌈ATHEIST🇦🇺☮🏔🚞COOLJAPAN☃️♨📡🌐NewsGeek📰📱TechGeek🖨🏁Motorsport💨 Music💿🎛80s💃♋Comedy🎭🍴🧀Wine🍷🛫Aviation💺🗺Travel📷Photography Pro-Choice⚖Pro-Euthanasia⚕☯️ @GLOBALNEWSTH,2018-12-07 02:11:25,480,679,355,False,2020-07-25 10:18:48,"#Tokyo marks 5th day in a row of more than 200 #COVID19 cases
 : The Asahi Shimbun @AJWasahi  https://t.co/tREJcmFBsy","['Tokyo', 'COVID19']",Twidere for Android,False
Aidonetwork,,,2019-10-29 08:45:22,19,40,0,False,2020-07-25 10:18:47,"Updates from Aido SA

AIDO SA with Team Ageless Africa donates PPE and household items to Give Them Home Care Centr… https://t.co/NOqG38WMu3",,Twitter for Android,False
Andrew Whitmore,,"International man of mystery .. oh no, sorry - campaigning on indigenous peoples and extractive industries",2012-04-18 21:00:32,685,665,8359,False,2020-07-25 10:18:46,"Love the disaster capitalism spin on these sort of stories - your life, society and economy may be at risk from… https://t.co/0a2IlS8kD0",,Twitter Web App,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:45,Healthcare Marketing Matters Update: How Will You Manage the Hospital Patient Experience Post COVID-19? #hosptials… https://t.co/oS2kcAzvb7,['hosptials'],Bitly,False
AafkeVultink 🌹🐟 🇪🇺,,#watercolor  | 🌹 @PvdA | @FNV |  Evil BitchWitch | Dutch Indonesian | My Family served as POW soldiers in WO2 | #AntiFa | Proud @ProgressiveEur Member,2011-03-18 09:41:59,3234,4351,1160,False,2020-07-25 10:18:44,Tips for #deafawareness in #COVID19 times. If you have someone you know who depends on lipreading and facial expres… https://t.co/hS9I5JmhJ4,"['deafawareness', 'COVID19']",TweetDeck,False
Mike Schmidt,"Colorado Springs, CO","Entrepreneur & Business Pro. BsEe/APP (Born smart Educated early Autodidact Polyhistor Practitioner) Conservative.  Husband, Father & Grandfather! #MAGA & #KAG!",2009-02-27 15:43:40,424,857,664,False,2020-07-25 10:18:43,"As I have been saying since early March, the #ZelenkoProtocol was and is the ONLY WAY to stop the #SARSCoV2 virus e… https://t.co/H9TMIiHpDr","['ZelenkoProtocol', 'SARSCoV2']",Twitter for Android,False
Mysterious!☼𓃬,who knows?!,"| Iranian patriot- humanist- agnostic- freedom fighter✌🏻|
 👀question everything
#IslamicRegimeMustGo #IranTruth #StopExecutionsInIran #اعدام_نکنید #براندازم",2018-09-23 16:30:26,1424,1761,103053,False,2020-07-25 10:18:40,"Islamic republic is where the religious leaders pressured health experts &amp; called #CoronaVirus a secular virus!
Whi… https://t.co/bvIKVcBPi1",['CoronaVirus'],Twitter for Android,False
Rose Webster,Canada,"I question everything. Fighter for the underdog. Exposing the minority report. Your title does not automatically = more knowledgeable, wise, or ethical.",2011-05-28 03:43:08,1052,829,57376,False,2020-07-25 10:18:35,@ProfOculista @bbchealth Oh that's true. 1% is #COVID19  &amp; 75% is Gram -ve #Wolbachia for ~1/2 of #Cancers; includi… https://t.co/eohjGRFuR0,"['COVID19', 'Wolbachia', 'Cancers']",Twitter Web App,False
Hannibal_l_,Tasmania,Likes and retweets are obviously an endorsement.,2011-10-17 11:00:30,85,78,5918,False,2020-07-25 10:18:32,"If it’s good enough for Batman and Spider-Man to wear masks, it’s good enough for me. #COVID19 #MaskUpMelbourne","['COVID19', 'MaskUpMelbourne']",Twitter for iPhone,False
Nazaket Rather,"Doda, Jammu And Kashmir","Study :- PhD commerce Department

Double PG 

MBA Punjabi University Patiala

https://t.co/f34Dyrs8QI Jammu University,
I Love Kashmir 👈❤️❤️ Kashmir is My Life Line👈❤️❤️",2013-09-19 06:22:18,2002,1972,34633,False,2020-07-25 10:18:32,"Comprehensive town-wide lockdown to be imposed in Kalimpong Municipality for seven days, starting 9 am on 26 July,… https://t.co/vTutUUNKXk",,Twitter for Android,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:31,"New Healthcare Marketing Matters blog post:  Hospitals Need to Rebuild Trust, Not Send Pre-Pandemic Marketing Messa… https://t.co/R4ulF0AeAm",,Bitly,False
ridwanazeez,,,2020-07-25 10:15:20,1,26,2,False,2020-07-25 10:18:29,"I will do fast spotify music promotion to go viral
https://t.co/Cw4hfc86iZ
#PayNpowerStipendsNow #COVID19 
#BlackLivesMatter #MAMAMOO","['PayNpowerStipendsNow', 'COVID19', 'BlackLivesMatter', 'MAMAMOO']",Twitter Web App,False
Firstpost,"Mumbai, India","Incisive opinions, in-depth analysis and views that matter. Read the last word in news on https://t.co/yXH6L1LeiM.",2011-02-23 13:09:22,2072544,902,360,True,2020-07-25 10:18:29,"#MadhyaPradesh BJP's media in-charge Lokendra
Parashar told the press that #ShivrajSinghChouhan was shifted to… https://t.co/MHwxlHw4xV","['MadhyaPradesh', 'ShivrajSinghChouhan']",TweetDeck,False
Ranul Perera,Sri Lanka,Speaker | Social activist | YouTuber | Volunteer | 20 | 🇱🇰💙,2019-10-24 17:15:49,167,159,3644,False,2020-07-25 10:18:28,"4.25 million infected, 148,000+ dead  in #USA and still a good part of America believes that there's evidence that… https://t.co/Kmtp5mtbZu",['USA'],Twitter for Android,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:25,A new old man blog post: The Uncensored Guide to Surviving the SARS-CoV-2 Pandemic #pandemic #survivalguide… https://t.co/0ZAB7jYt4R,"['pandemic', 'survivalguide']",Bitly,False
Detrick Roberson,,,2019-05-26 01:58:25,13,55,0,False,2020-07-25 10:18:25,"Individually &amp; societally, thjs virus is providing an expose on levels of ""fitness"".

America First! Unapologetical… https://t.co/uWGrkHLnC3",,Twitter for Android,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:20,An old man blog update: Ten Sanity Saving Things to do During the Pandemic #tenthings #sanitysavers #bloggerstribe… https://t.co/4zygQBLkMw,"['tenthings', 'sanitysavers', 'bloggerstribe']",Bitly,False
Nazaket Rather,"Doda, Jammu And Kashmir","Study :- PhD commerce Department

Double PG 

MBA Punjabi University Patiala

https://t.co/f34Dyrs8QI Jammu University,
I Love Kashmir 👈❤️❤️ Kashmir is My Life Line👈❤️❤️",2013-09-19 06:22:18,2002,1972,34633,False,2020-07-25 10:18:17,"For the first time, a record number of more than 4,20,000 #COVID19 tests conducted in a single day. With 4,20,898 s… https://t.co/vSD7DOWl1g",['COVID19'],Twitter for Android,False
R.O.A.D Shelter Initiative,East Legon Ghana,Advocate for Homelessness,2020-04-08 16:11:14,50,69,315,False,2020-07-25 10:18:15,"Avoid Social Gathering.
Happy Saturday.
#roadsheltherinitiative #alreadyvideo #BeyonceShattaAlready | Nana Addo… https://t.co/Xt6AvUEGBm","['roadsheltherinitiative', 'alreadyvideo', 'BeyonceShattaAlready']",Twitter for Android,False
Marko Salonen,"Turku, Finland","#Finnish, #male, #geek, #gamer, #secularzenstoic, #asexual, #positivenihilist, #equalist, #GenX, #severedepression, #anxiety
Cusses like #fuck.
#fin/#eng",2010-11-27 19:06:03,178,830,5650,False,2020-07-25 10:18:14,"New #mask by @ka_tetof19 Looks cool, but the strings need lengthening, since I have #bighead 
#bigheadproblems… https://t.co/HgnT9TgJqv","['mask', 'bighead', 'bigheadproblems']",Instagram,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:13,A new Healthcare Marketing Matters post:  News Flash: SARS-CoV-2 has Changed Everything. Hospital Marketing Needs t… https://t.co/DtZaSRfMzv,,Bitly,False
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",2008-12-23 07:55:39,1215923,2047,19360,True,2020-07-25 10:18:12,"#Secunderabad
Need #Blood Type :  O-positive
At : Yashoda Hospital. 
Blood Component : Need Plasma from O+ve… https://t.co/qKps5oGnV3","['Secunderabad', 'Blood']",Blood Donors India,False
Scarlett James,Hellas,I have no time for you. Ok Bye. #Hellenic #PommiesNBullies #YachtBroker #Oracle #Philosopher #Delphi #Rhodes #Orthodox,2017-01-11 19:41:08,412,515,6546,False,2020-07-25 10:18:09,The Pommy Bros. are all I need to smile these days. So much hate and fighting it is exhausting trying to stay posit… https://t.co/TQ544Wy05q,,Twitter for iPhone,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:07,A new old man bog update: There is no “New Normal.” It’s Called Social Conditioning.  #socialconditioning… https://t.co/xY7saak45H,['socialconditioning'],Bitly,False
"✨Michael Krivich, MHA, LFACHE✨","Global, USA, Chicago","Co-author “How to Use Patient Satisfaction Data to Improve Healthcare Quality”, hospital & physician strategic business & marketing consulting. #mkt #blogger",2009-03-22 17:24:31,5465,5064,10472,False,2020-07-25 10:18:02,"Healthcare Marketing Matters update: With the ""New Normal"" Courtesy of SARS-CoV2, What is Your Continuous Engagemen… https://t.co/m1RqTSKDcx",,Bitly,False
UN in South Africa,"Pretoria, South Africa","Official Twitter handle of the @UN System in #SouthAfrica. 

Facebook: https://t.co/gKekQkyKnm",2009-04-14 14:51:44,14409,3483,1406,False,2020-07-25 10:18:00,#FakeNews is designed to manipulate your emotions and trick you into passing it on. Pause take a breath and be mind… https://t.co/mDnhsa91BD,['FakeNews'],TweetDeck,False
Wandsworth Road Mind,"463-465 Wandsworth Road, SW8",Welcome to the Wandsworth Road @mindcharity shop. Pop in to browse or donate! Sorry we can't answer questions about mental health or services,2016-01-13 16:35:08,355,269,1299,False,2020-07-25 10:18:00,"This is certainly good news and will help us continue our crucial work, needed now more than ever @KensingtonRoyal… https://t.co/Kha1uTqR1Z",,Twitter Web App,False
Mel Ciavucco,Bristol,"Aka The Compassionate Feminist ♥️
Sequin enthusiast ✨✨
Body image & mental health videos: https://t.co/cG7xkoXG6V 👀 🎥
Blog 👇",2014-07-11 14:15:17,1628,3601,5865,False,2020-07-25 10:17:57,Hey I wonder how we can help people through this pandemic? I know - let's tell them they're all too fat and that it… https://t.co/mVWfjJm51b,,Twitter for Android,False
Nazaket Rather,"Doda, Jammu And Kashmir","Study :- PhD commerce Department

Double PG 

MBA Punjabi University Patiala

https://t.co/f34Dyrs8QI Jammu University,
I Love Kashmir 👈❤️❤️ Kashmir is My Life Line👈❤️❤️",2013-09-19 06:22:18,2002,1972,34633,False,2020-07-25 10:17:54,Himachal Pradesh: Superintendent of Police office in Baddi and police station in Barotiwala sealed after an accused… https://t.co/Ethyqj6jWy,,Twitter for Android,False
Newbirthminds,"Ijebu Ode, Ogun State. ",Newbirthminds is a Christian media platform. Our aim is to publicise the Gospel of Jesus all over the media until every soul is reached for Jesus Christ.,2018-04-04 21:41:06,37,152,627,False,2020-07-25 10:17:48,"“Come now, and let us reason together,” Says the Lord,
“Though your sins are like scarlet, They shall be as white a… https://t.co/zRco814m6f",,Twitter Web App,False
